DeltaT,t_cement,E_cement,alpha_cement,E_rock,alpha_rock,E_steel,alpha_steel,a0_interface,k_contact,y_cc_max_jump_mm,y_cr_max_jump_mm,y_all_max_jump_mm
-72.77131463,0.023101897,5959329600,1.14E-05,36178587143,1.10E-05,2.09048E+11,1.05E-05,1.62E-05,2.057526847,0.088827037,0.193443463,0.193443463
-83.95697325,0.020415427,17553117672,1.05E-05,31349516462,1.01E-05,2.06752E+11,1.07E-05,8.27E-06,2.208365294,0.105733083,0.204763598,0.204763598
-20.30299635,0.03089906,10905756314,1.05E-05,14775961518,9.97E-06,1.90124E+11,1.20E-05,2.39E-06,1.881249685,0.036400565,0.049638549,0.049638549
-98.38540725,0.037706426,7859410563,8.43E-06,10727167200,9.22E-06,1.94763E+11,1.18E-05,3.95E-06,1.57972561,0.195347984,0.196151225,0.196151225
-115.1802462,0.026308585,7241364825,9.90E-06,12365363079,8.99E-06,2.08507E+11,1.12E-05,1.65E-06,0.522321733,0.189152694,0.261602389,0.261602389
-89.28110449,0.033259945,17367269766,1.25E-05,11312371203,8.78E-06,2.03052E+11,1.23E-05,2.05E-06,1.968683617,0.156440725,0.25700852,0.25700852
-76.51199927,0.03070579,17517438292,1.09E-05,28635161993,8.38E-06,1.9828E+11,1.09E-05,3.10E-05,0.575083197,0.120981285,0.190381984,0.190381984
-84.292324,0.024424133,14965252095,1.27E-05,28245737720,9.29E-06,2.01556E+11,1.19E-05,1.27E-06,0.933420169,0.124538372,0.244139011,0.244139011
-59.08687037,0.030671833,6043493224,1.20E-05,18479216055,1.02E-05,2.05897E+11,1.19E-05,3.05E-06,0.532206465,0.102351544,0.162935733,0.162935733
-32.1397916,0.036091221,18929734703,1.26E-05,20170985505,8.90E-06,1.95326E+11,1.21E-05,3.86E-06,0.575305198,0.058421287,0.092660755,0.092660755
-91.67567617,0.03471564,9737091567,1.09E-05,39663130543,1.10E-05,1.97736E+11,1.29E-05,6.08E-06,0.81294465,0.188397494,0.233804315,0.233804315
-33.5624141,0.038176293,5945989885,1.17E-05,13291441715,7.90E-06,2.03188E+11,1.12E-05,2.99E-06,2.273427824,0.055797368,0.090376654,0.090376654
-23.38854845,0.02637186,6783374183,1.19E-05,26276628276,9.80E-06,1.90877E+11,1.18E-05,1.03E-06,2.031722045,0.035987374,0.064314435,0.064314435
-26.91360574,0.034559813,8692645687,1.08E-05,30797617833,6.85E-06,1.98678E+11,1.11E-05,2.10E-06,0.949783864,0.04464187,0.066424596,0.066424596
-83.69305442,0.027191271,12193009972,9.11E-06,24208103649,5.73E-06,1.94012E+11,1.11E-05,4.75E-06,0.881657412,0.138434387,0.172892754,0.172892754
-50.84190604,0.038620796,17218182983,1.13E-05,36042529155,7.11E-06,1.96484E+11,1.29E-05,1.25E-05,0.753673815,0.106885059,0.13154925,0.13154925
-93.28675775,0.02272837,9871543861,9.56E-06,11673166549,9.63E-06,1.91496E+11,1.20E-05,1.04E-05,2.31965618,0.158323283,0.20824482,0.20824482
-119.0537728,0.03466754,6806863539,1.11E-05,13213759863,1.05E-05,2.0511E+11,1.06E-05,5.48E-06,0.822111884,0.186084192,0.306325306,0.306325306
-111.5092371,0.035471196,10712670208,8.53E-06,19498788700,5.73E-06,2.02138E+11,1.14E-05,2.08E-06,1.401984682,0.208902951,0.218396093,0.218396093
-64.83351315,0.021077149,9615842299,1.17E-05,15948554595,1.08E-05,1.92615E+11,1.08E-05,1.01E-06,1.670773726,0.078239691,0.176003312,0.176003312
-84.52059352,0.036187801,12288369631,1.28E-05,11438264946,1.10E-05,1.94002E+11,1.13E-05,4.02E-05,0.908140292,0.137266517,0.251420526,0.251420526
-39.45658309,0.036943156,5948231406,8.64E-06,12018280894,8.59E-06,1.94039E+11,1.22E-05,1.48E-05,2.334257394,0.080921068,0.08021993,0.080921068
-72.03921534,0.021819894,15581666215,8.45E-06,16859832997,8.17E-06,2.01481E+11,1.11E-05,1.21E-06,1.485818998,0.115217895,0.14125597,0.14125597
-86.7362995,0.036822459,9179862483,1.05E-05,24868021173,1.06E-05,2.07154E+11,1.25E-05,1.54E-06,0.824987099,0.176894465,0.21366275,0.21366275
-33.59247697,0.032740419,7718984738,9.02E-06,32037801443,9.02E-06,1.97025E+11,1.12E-05,1.09E-06,1.659622939,0.059237057,0.071096234,0.071096234
-108.9154912,0.028662515,9204483980,9.17E-06,22313075298,7.56E-06,1.95994E+11,1.15E-05,2.75E-05,2.395120517,0.189914005,0.231159874,0.231159874
-109.7057744,0.033422911,5815086953,8.57E-06,16559469402,7.05E-06,2.05073E+11,1.28E-05,1.64E-06,1.506179925,0.235677033,0.217732891,0.235677033
-25.65042821,0.029075787,7400321787,1.07E-05,26985703873,9.63E-06,1.91245E+11,1.19E-05,1.73E-06,0.665626211,0.045479502,0.063069103,0.063069103
-50.68729701,0.029090431,9680224109,8.08E-06,22269043483,1.03E-05,2.06272E+11,1.10E-05,5.74E-06,0.866975252,0.088743351,0.097111775,0.097111775
-43.53238615,0.020807563,10438031671,8.12E-06,35001339612,8.39E-06,1.98042E+11,1.29E-05,7.88E-06,2.226877762,0.085686719,0.082512295,0.085686719
-102.8353371,0.020730738,17507582809,9.20E-06,16464048002,9.13E-06,1.95588E+11,1.09E-05,4.57E-05,2.261028003,0.149229477,0.22023172,0.22023172
-71.50609477,0.027978584,6395779158,1.15E-05,11530358743,7.70E-06,2.06819E+11,1.07E-05,1.03E-05,0.96559456,0.099841372,0.18733481,0.18733481
-96.22342645,0.036604027,17015426907,1.06E-05,26693237342,8.59E-06,2.07907E+11,1.28E-05,1.60E-06,1.080979951,0.199050787,0.235188605,0.235188605
-83.68213766,0.027294226,6204509119,1.25E-05,29947041538,1.05E-05,1.98197E+11,1.09E-05,2.32E-06,0.927113027,0.113998086,0.24025065,0.24025065
-54.96669071,0.026044284,7786637274,8.61E-06,14678514882,5.65E-06,2.02159E+11,1.13E-05,1.48E-05,0.669874744,0.095366682,0.10716157,0.10716157
-95.72909329,0.038942846,8118560607,9.16E-06,25940946784,9.98E-06,2.04617E+11,1.29E-05,1.42E-05,1.675502104,0.210350002,0.207588736,0.210350002
-43.31132145,0.037626985,8177994177,8.50E-06,11086950304,5.74E-06,1.90833E+11,1.18E-05,2.16E-05,1.324207259,0.086701021,0.084679464,0.086701021
-62.30217957,0.031805838,17717929459,1.10E-05,10248798848,5.85E-06,1.95708E+11,1.28E-05,8.07E-06,0.528967455,0.125922412,0.153433235,0.153433235
-86.25652884,0.033586992,8867770985,1.12E-05,12861900242,1.10E-05,2.0274E+11,1.16E-05,4.72E-06,1.004800161,0.14898996,0.226195568,0.226195568
-32.31732539,0.024131628,5571853472,9.63E-06,23962962446,9.36E-06,2.05767E+11,1.12E-05,2.73E-06,0.518100751,0.052138023,0.071618551,0.071618551
-110.2330243,0.027752551,8509344733,1.06E-05,20051222502,1.07E-05,2.07855E+11,1.09E-05,2.43E-06,1.093422106,0.164732302,0.273899103,0.273899103
-100.1822597,0.039348651,6616457665,9.83E-06,36598066807,7.43E-06,1.97483E+11,1.13E-05,8.39E-06,1.846666746,0.181850644,0.228264411,0.228264411
-118.8337675,0.031502247,5806124626,1.02E-05,24004014359,1.07E-05,2.08034E+11,1.09E-05,2.70E-05,0.603259225,0.19548166,0.283056863,0.283056863
-101.9860644,0.023162477,11263295570,1.23E-05,16569322134,5.22E-06,1.91366E+11,1.21E-05,2.64E-05,0.869118099,0.154111977,0.279987676,0.279987676
-79.07920124,0.039049044,10861748551,9.30E-06,26676841822,1.10E-05,1.90556E+11,1.11E-05,2.56E-06,2.188971513,0.142663753,0.175362712,0.175362712
-42.45210499,0.020405159,8164250815,1.21E-05,23326651908,5.56E-06,2.05481E+11,1.22E-05,4.25E-06,0.741355144,0.062935792,0.113933563,0.113933563
-104.2032828,0.031048269,19633179654,1.19E-05,39821124164,1.10E-05,2.03255E+11,1.18E-05,1.56E-06,2.937071027,0.17189021,0.289001912,0.289001912
-92.95058871,0.032807607,6770305546,9.92E-06,10083322351,9.87E-06,2.06806E+11,1.16E-05,1.94E-05,1.673645711,0.16617928,0.216176412,0.216176412
-88.74241536,0.03372613,8150382159,8.80E-06,18428956401,8.44E-06,2.03057E+11,1.10E-05,4.11E-05,0.616092481,0.158742224,0.181247782,0.181247782
-56.44052671,0.036919199,13290531361,1.08E-05,26903080974,1.10E-05,2.0824E+11,1.25E-05,4.05E-05,0.536729799,0.114768194,0.141421548,0.141421548
-47.41338333,0.021867089,7726967242,9.74E-06,13571636240,5.08E-06,2.07277E+11,1.26E-05,1.87E-05,1.062661581,0.086114891,0.103609459,0.103609459
-112.3044368,0.03772792,14266546574,9.14E-06,29115896483,7.71E-06,2.09084E+11,1.25E-05,4.86E-06,0.73858035,0.239201031,0.237422048,0.239201031
-81.5072,0.03250149,5034536144,1.02E-05,38686847822,6.98E-06,2.07118E+11,1.25E-05,3.38E-05,0.542261675,0.16406783,0.189353494,0.189353494
-74.44893942,0.02923714,12797827657,9.93E-06,18457519245,7.41E-06,2.03136E+11,1.09E-05,1.60E-05,0.854015557,0.118824712,0.169269759,0.169269759
-101.7844112,0.020058181,6338490859,1.21E-05,25696255887,6.43E-06,1.96794E+11,1.19E-05,1.64E-06,2.196998166,0.137137129,0.276947107,0.276947107
-69.81425501,0.035843169,10582193378,1.16E-05,15014842181,1.10E-05,2.01351E+11,1.11E-05,7.14E-06,0.558358331,0.117342709,0.187457608,0.187457608
-84.36121259,0.027887313,6919646392,1.12E-05,29112351799,7.51E-06,2.07164E+11,1.16E-05,2.14E-06,1.96385964,0.133263398,0.216194827,0.216194827
-107.132032,0.033254933,17697594668,1.23E-05,18486865626,1.10E-05,2.07563E+11,1.19E-05,3.35E-05,1.399450198,0.182962563,0.305597337,0.305597337
-84.05463386,0.026544805,8071500890,9.04E-06,13067888143,1.01E-05,1.98861E+11,1.20E-05,5.78E-06,0.671536182,0.156091771,0.177409463,0.177409463
-53.43089532,0.030463363,10080925683,9.93E-06,17824578799,1.04E-05,2.00289E+11,1.15E-05,1.43E-05,0.923401497,0.092767227,0.124141504,0.124141504
-26.57522695,0.025916636,14950260519,1.14E-05,16691480904,9.25E-06,1.98683E+11,1.13E-05,2.37E-06,2.839427242,0.038347536,0.070243661,0.070243661
-116.1812954,0.026411648,14487986536,1.12E-05,34657489840,1.10E-05,2.01361E+11,1.27E-05,1.65E-06,1.414629177,0.209604036,0.303148335,0.303148335
-95.38778007,0.039485119,5036929232,1.06E-05,11908247238,6.23E-06,2.072E+11,1.16E-05,3.76E-05,1.132419737,0.177389207,0.231298502,0.231298502
-60.44565084,0.032168903,5265773756,1.10E-05,22511207941,8.86E-06,1.97986E+11,1.26E-05,7.18E-06,0.618844396,0.118965414,0.152370988,0.152370988
-22.37547014,0.027182778,10181458071,9.51E-06,24936181365,9.32E-06,1.90695E+11,1.23E-05,8.06E-06,2.840741358,0.041098467,0.049760549,0.049760549
-47.1753581,0.037318179,17873293039,8.23E-06,37859965581,8.15E-06,1.90065E+11,1.06E-05,1.16E-06,2.1914849,0.082094077,0.091377493,0.091377493
-110.3260329,0.025454619,9017471139,8.09E-06,16312109276,9.36E-06,1.9222E+11,1.22E-05,1.42E-05,0.614699768,0.218270561,0.208585422,0.218270561
-37.93114363,0.036152827,10994303244,1.17E-05,17472467881,5.07E-06,1.90646E+11,1.19E-05,6.31E-06,0.684921728,0.069332595,0.099759547,0.099759547
-98.01569232,0.031172111,19087739044,1.04E-05,13973619924,5.63E-06,2.09203E+11,1.07E-05,1.59E-06,2.221546382,0.148111725,0.231390478,0.231390478
-77.55767262,0.030484538,10100737084,1.12E-05,27913114685,7.77E-06,2.04467E+11,1.26E-05,1.89E-06,0.642985882,0.14876828,0.197258801,0.197258801
-27.08561559,0.0212348,12198327776,1.14E-05,18512721485,9.96E-06,1.98552E+11,1.25E-05,1.18E-05,0.85983344,0.043949461,0.070835603,0.070835603
-85.12888762,0.020846498,10416150045,1.24E-05,28181892172,6.27E-06,1.99956E+11,1.21E-05,3.57E-06,0.971854591,0.121711484,0.235507671,0.235507671
-25.81047908,0.029516877,10202742704,1.16E-05,29318643277,1.08E-05,1.93382E+11,1.13E-05,2.54E-06,0.740629879,0.040225947,0.069544478,0.069544478
-116.8271564,0.021381756,6271502720,8.27E-06,25760923094,7.94E-06,2.08768E+11,1.16E-05,4.50E-05,0.75955076,0.203322914,0.222678799,0.222678799
-104.8341511,0.028278494,6085546044,8.35E-06,30685865868,1.04E-05,2.02032E+11,1.19E-05,2.68E-05,1.212522537,0.198445846,0.207474284,0.207474284
-100.7921255,0.0397023,7232774108,8.34E-06,15860435626,5.28E-06,2.08416E+11,1.12E-05,9.49E-06,2.887677218,0.189545977,0.193584705,0.193584705
-95.35979429,0.033461973,17097118751,8.37E-06,11046480113,8.49E-06,2.07658E+11,1.26E-05,1.93E-05,0.618594241,0.205059408,0.18574732,0.205059408
-56.35733443,0.02069755,11300180887,1.21E-05,28346728742,5.52E-06,1.99446E+11,1.10E-05,4.11E-06,1.636335933,0.067953974,0.152134707,0.152134707
-63.75455573,0.027172493,16615551231,1.30E-05,20448225020,1.10E-05,1.9453E+11,1.16E-05,2.73E-06,0.880167489,0.093323037,0.190570622,0.190570622
-42.35903716,0.024587271,17727756805,1.27E-05,39080919320,1.10E-05,2.02192E+11,1.25E-05,1.03E-05,0.513371726,0.070043879,0.123196861,0.123196861
-68.69801286,0.031990269,12142646559,8.58E-06,19671092426,8.17E-06,2.09111E+11,1.18E-05,4.17E-06,1.978378133,0.130764221,0.137806552,0.137806552
-109.8680869,0.023938328,14120362386,9.31E-06,17641062112,8.83E-06,1.95465E+11,1.16E-05,8.98E-06,1.569052575,0.183149946,0.237488135,0.237488135
-117.6558803,0.030152865,8370308386,8.45E-06,22940164994,8.81E-06,1.92681E+11,1.11E-05,1.26E-06,1.026139804,0.207781628,0.23262933,0.23262933
-87.98210023,0.036705321,10364365525,9.16E-06,25849848599,9.78E-06,1.93115E+11,1.26E-05,2.76E-06,2.954795351,0.185025376,0.190699942,0.190699942
-107.9392295,0.024091968,13242825502,9.99E-06,38123876419,7.79E-06,1.98577E+11,1.11E-05,3.32E-05,2.073332498,0.161553113,0.247815876,0.247815876
-31.13202684,0.029250823,8082960045,8.00E-06,10282851223,7.51E-06,2.03385E+11,1.05E-05,6.46E-06,2.486921908,0.050645749,0.058174392,0.058174392
-103.6789817,0.038891171,6935892674,1.14E-05,20468404625,1.10E-05,2.00735E+11,1.23E-05,1.22E-06,0.612709763,0.205539052,0.275677984,0.275677984
-115.0933578,0.020437591,8678660411,1.29E-05,12660468771,1.03E-05,2.05662E+11,1.20E-05,1.33E-05,2.136195499,0.151884847,0.339819667,0.339819667
-107.5719093,0.037015594,5235549679,1.03E-05,23161834460,8.93E-06,1.9983E+11,1.11E-05,1.49E-05,1.065413158,0.186086304,0.256980176,0.256980176
-93.19654083,0.033934714,8383108354,1.03E-05,10336690679,8.61E-06,2.09605E+11,1.06E-05,2.70E-06,0.633484363,0.148736535,0.221432324,0.221432324
-85.75983006,0.026467629,7366938550,9.25E-06,20509761682,7.08E-06,2.02783E+11,1.22E-05,1.30E-05,1.93934416,0.158425048,0.182419362,0.182419362
-71.46494132,0.023482464,15301058180,1.03E-05,21431299158,8.05E-06,2.07967E+11,1.29E-05,1.24E-06,0.513904251,0.137090596,0.166744969,0.166744969
-72.24608016,0.032404679,12660944404,1.01E-05,23678897443,9.87E-06,1.95059E+11,1.21E-05,5.63E-06,0.695275907,0.137763687,0.168909076,0.168909076
-24.29784158,0.023876771,10941319979,8.03E-06,15689229735,1.00E-05,1.93431E+11,1.16E-05,2.98E-06,0.543498891,0.044061535,0.045754878,0.045754878
-76.28482575,0.035540347,10813694634,1.22E-05,34857856877,5.03E-06,2.04224E+11,1.21E-05,4.67E-06,2.298526244,0.135400471,0.209844525,0.209844525
-26.73014405,0.033065357,19369330983,1.09E-05,10387150498,1.10E-05,2.0812E+11,1.20E-05,2.25E-05,1.09252136,0.048292046,0.068375394,0.068375394
-107.6298457,0.024814529,9437578972,1.29E-05,26694862457,1.10E-05,1.97864E+11,1.21E-05,2.24E-05,1.137453083,0.162228469,0.319128248,0.319128248
-74.27128274,0.026217652,12302484731,1.20E-05,10374299589,6.28E-06,2.03825E+11,1.22E-05,5.06E-06,0.93048251,0.123216775,0.199802502,0.199802502
-61.93461594,0.033513426,11066957415,1.11E-05,18288078859,1.03E-05,2.02679E+11,1.05E-05,1.83E-06,0.667153307,0.094150744,0.160025265,0.160025265
-47.9225639,0.038427462,19993748406,8.42E-06,18314279039,5.80E-06,1.93788E+11,1.09E-05,2.44E-06,1.449755965,0.086450494,0.092990743,0.092990743
-83.02208227,0.031471208,10199258135,1.19E-05,15263793741,7.65E-06,1.95239E+11,1.19E-05,5.64E-06,1.11475922,0.140574218,0.225086673,0.225086673
-68.6926366,0.024171725,7720289655,1.02E-05,20355092855,5.13E-06,2.07191E+11,1.22E-05,6.68E-06,2.416899187,0.117458249,0.158329751,0.158329751
-58.72609916,0.028292403,6068954006,9.23E-06,34224450012,5.62E-06,1.98233E+11,1.25E-05,4.36E-06,0.550324766,0.116904089,0.122219812,0.122219812
-71.74983443,0.037994785,18375172404,8.47E-06,27521972719,6.58E-06,2.09121E+11,1.23E-05,2.38E-06,0.853060678,0.152517557,0.140134902,0.152517557
-80.89966421,0.037492386,11269960932,1.17E-05,30518499306,1.10E-05,2.08573E+11,1.30E-05,1.15E-05,1.397530828,0.164986036,0.221842935,0.221842935
-100.6514665,0.037473967,5218055302,8.43E-06,18902812966,7.95E-06,1.97343E+11,1.13E-05,4.18E-06,0.591570528,0.194028668,0.196919227,0.196919227
-69.33754757,0.032827344,18480485929,1.27E-05,36661022205,1.10E-05,1.90093E+11,1.17E-05,1.34E-05,0.668555846,0.115606501,0.203979057,0.203979057
-84.08555962,0.030284292,6082961430,1.06E-05,25705059446,8.88E-06,1.90674E+11,1.23E-05,2.53E-06,1.918583513,0.154150014,0.207234527,0.207234527
-109.5421611,0.026246097,7880995474,1.02E-05,22115438980,1.03E-05,1.94056E+11,1.24E-05,2.38E-05,0.826769175,0.201965493,0.259061441,0.259061441
-60.70809308,0.038723302,7919914965,1.09E-05,27921793752,8.79E-06,2.02262E+11,1.22E-05,1.50E-06,0.976857318,0.118678533,0.153493432,0.153493432
-26.74290459,0.038862217,14627161672,9.66E-06,22878545453,5.72E-06,1.93981E+11,1.06E-05,2.96E-05,0.513267877,0.046017365,0.058558253,0.058558253
-109.4628642,0.039975072,7323936642,1.05E-05,25022466483,1.04E-05,1.90664E+11,1.12E-05,4.79E-06,1.277105123,0.195596502,0.27117329,0.27117329
-36.3821797,0.022128856,13993065072,1.19E-05,29178104817,1.10E-05,2.00572E+11,1.27E-05,9.42E-06,0.752318915,0.060328916,0.100049138,0.100049138
-99.55546061,0.024675558,8621036382,1.12E-05,15559433849,1.10E-05,1.95509E+11,1.22E-05,1.02E-05,1.798183227,0.164096242,0.259738269,0.259738269
-110.4798473,0.031846011,6115802810,8.65E-06,27815204530,8.19E-06,1.96115E+11,1.20E-05,3.64E-06,0.991322673,0.216257247,0.222381029,0.222381029
-118.3081765,0.025560083,8442080480,1.01E-05,38699734183,1.06E-05,2.08883E+11,1.18E-05,7.91E-06,2.396191792,0.196029742,0.279619715,0.279619715
-62.92720223,0.027700348,5352057433,9.59E-06,19214690540,1.07E-05,1.99454E+11,1.24E-05,1.19E-06,1.474587865,0.119139336,0.142096407,0.142096407
-36.87772829,0.035915643,5756683235,9.67E-06,18807275451,1.00E-05,2.06549E+11,1.20E-05,1.57E-05,0.917005992,0.071685211,0.083660862,0.083660862
-86.69583258,0.02585336,5835936525,1.06E-05,32367097174,1.05E-05,1.95827E+11,1.26E-05,1.83E-06,1.663808928,0.156433378,0.213749208,0.213749208
-71.59417663,0.029070658,5018993758,1.13E-05,15765082478,6.56E-06,2.01868E+11,1.05E-05,2.71E-06,0.690246072,0.101964174,0.182341087,0.182341087
-46.41342619,0.029471233,11186713397,1.00E-05,10114541359,9.76E-06,2.01384E+11,1.19E-05,3.66E-05,1.306261692,0.08326001,0.108592511,0.108592511
-55.31810355,0.021680799,11891711087,1.22E-05,24076037755,8.39E-06,2.02296E+11,1.17E-05,1.28E-05,1.466133688,0.075174918,0.154182225,0.154182225
-50.10017118,0.024643848,9893582309,1.13E-05,10562677929,8.82E-06,1.94256E+11,1.10E-05,9.35E-06,0.581476197,0.072474214,0.128906606,0.128906606
-70.51862112,0.021170747,8506895716,1.18E-05,13862696123,8.32E-06,2.08007E+11,1.25E-05,2.89E-05,0.693465281,0.113299405,0.187993617,0.187993617
-42.62665811,0.031233021,13729361911,1.14E-05,39068059169,6.09E-06,1.92359E+11,1.25E-05,4.11E-05,2.321869718,0.078316978,0.110249608,0.110249608
-26.60994846,0.024013489,7363992032,1.25E-05,13143599747,1.04E-05,2.06792E+11,1.26E-05,6.19E-06,1.013042904,0.043314593,0.076440892,0.076440892
-52.135507,0.024934143,15095531318,1.05E-05,35807369155,9.74E-06,2.03334E+11,1.15E-05,1.77E-05,1.261682596,0.081257417,0.127094052,0.127094052
-94.0530955,0.037679695,9774456894,8.42E-06,10397723611,6.73E-06,2.07037E+11,1.21E-05,1.06E-06,1.571768165,0.193280654,0.18365077,0.193280654
-85.81682743,0.027696337,12280684741,9.42E-06,13501208159,6.57E-06,2.04509E+11,1.12E-05,1.13E-06,1.671102407,0.141692566,0.185106373,0.185106373
-74.32722234,0.029870044,14567865847,1.00E-05,18706765538,9.61E-06,1.97699E+11,1.11E-05,2.18E-06,1.563874315,0.120016469,0.174296663,0.174296663
-57.35891648,0.028079955,6029798953,1.07E-05,17936228745,1.02E-05,1.9597E+11,1.15E-05,1.10E-06,1.796797795,0.092406077,0.143018772,0.143018772
-96.8111104,0.021044977,6871609786,8.55E-06,30207462066,7.96E-06,1.92993E+11,1.09E-05,1.44E-06,0.732591368,0.150658567,0.190399545,0.190399545
-67.42222566,0.027510779,11987178664,8.88E-06,14817894174,9.16E-06,2.04999E+11,1.18E-05,1.17E-06,0.608528128,0.125851678,0.1389135,0.1389135
-79.61810076,0.022777609,10897599561,8.02E-06,12348811443,7.99E-06,1.96468E+11,1.09E-05,1.17E-06,1.482346214,0.127290694,0.148607105,0.148607105
-50.79449401,0.02655128,13863587108,1.18E-05,19130510771,9.89E-06,1.95033E+11,1.20E-05,2.54E-06,1.431794603,0.081358815,0.138149846,0.138149846
-118.6641528,0.021786874,9960547296,1.12E-05,27749206460,1.10E-05,1.93308E+11,1.24E-05,5.24E-06,1.138889982,0.194444627,0.308470196,0.308470196
-23.65814587,0.034730471,5594381387,1.29E-05,20212123016,6.48E-06,1.99927E+11,1.17E-05,2.46E-05,0.512143016,0.040181524,0.068622573,0.068622573
-47.09203522,0.03054639,6227052611,9.52E-06,29858670864,9.54E-06,1.93712E+11,1.09E-05,4.14E-05,1.498698913,0.076086051,0.104964785,0.104964785
-95.15888123,0.036808032,12578863780,8.14E-06,28188630331,8.12E-06,1.93207E+11,1.18E-05,1.32E-06,0.85324795,0.192493577,0.181135292,0.192493577
-29.28459928,0.033237655,17657573482,9.35E-06,21625039084,8.87E-06,1.9657E+11,1.19E-05,3.76E-06,2.83674234,0.055248534,0.064143231,0.064143231
-104.1866261,0.026829813,11083472437,1.19E-05,12157838772,5.14E-06,2.03967E+11,1.17E-05,3.20E-05,0.518638534,0.168914434,0.27618619,0.27618619
-70.29769953,0.033491206,8124004334,8.98E-06,25589400398,9.37E-06,1.90333E+11,1.22E-05,2.82E-05,2.00737496,0.139954047,0.148602925,0.148602925
-43.11247497,0.034221927,17792355171,9.13E-06,35173196605,5.97E-06,2.05809E+11,1.24E-05,1.85E-06,1.078347798,0.088148828,0.089988118,0.089988118
